NAME                                   READY   STATUS                       RESTARTS   AGE     IP             NODE     NOMINATED NODE   READINESS GATES
pod/theta-dns-health-29363380-2wr6f    0/1     Pending                      0          4m46s   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363385-82pj9    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363390-dxxb9    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363395-jc4vj    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363400-96bzb    0/1     Pending                      0          4h17m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363405-85hlc    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363410-gnpg9    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363415-hcvtb    0/1     Pending                      0          4h21m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363420-dr496    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363425-pffrd    0/1     CreateContainerConfigError   0          4h21m   10.244.0.127   sage     <none>           <none>
pod/theta-dns-health-29363430-xh7gp    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363435-qzzlf    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363440-zznb6    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363445-w2t4k    0/1     Pending                      0          4h17m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363450-9j9r2    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363455-hp9dx    0/1     Pending                      0          4m57s   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363460-thz49    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363465-nq2hx    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363470-fjq9n    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363475-6tl9q    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363480-6555k    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363485-sfq52    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363490-r652t    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363495-q2bfz    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363500-nprlg    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363505-sdqqf    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363510-rxfhr    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363515-xb799    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363520-d28kj    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363525-kkf5v    0/1     ContainerCreating            0          4h21m   <none>         sage     <none>           <none>
pod/theta-dns-health-29363530-sglqx    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363535-sfpbw    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363540-hd8tg    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363545-2mkdr    0/1     Pending                      0          4m41s   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363550-dgp2q    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363555-rtgd4    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363560-5b7gs    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363565-lwch4    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363570-pmk8k    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363575-ltsjj    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363580-shw47    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363585-666zd    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363590-kcfhx    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363595-bzxj2    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363600-l2lfb    0/1     Pending                      0          4h21m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363605-qbpkh    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363610-fzltg    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363615-gzrsh    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363620-j674x    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363625-chvxz    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363630-2vqzb    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363635-mfj8r    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363640-mxfdn    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363645-w5scf    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363650-jpqwx    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29363655-jhhq6    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
